borneoArea,borneoStream,borneoX,borneoY,mekongArea,mekongStream,mekongX,mekongY,johoreArea,johoreStream,johoreX,johoreY,siamArea,siamStream,siamX,siamY,singapArea,singapStream,singapX,singapY,sundaArea,sundaStream,sundaX,sundaY
2125092150063.176,3746624.873393648,327741.4708599815,667367.6237005448,2125092150063.176,3746624.873393648,327741.4708599815,667367.6237005448,2125092150063.176,3746624.873393648,327741.4708599815,667367.6237005448,2125092150063.176,3746624.873393648,327741.4708599815,667367.6237005448,264651660536.33652,1242717.8852531686,-1012801.1759718305,641303.7385181454,784460838316.8362,1745302.99275216,1108137.2806635564,-676506.6254210464
2124915322732.2852,3775312.540264741,351052.22875523445,669747.6135363922,2124915322732.2852,3775312.540264741,351052.22875523445,669747.6135363922,2124915322732.2852,3775312.540264741,351052.22875523445,669747.6135363922,2124915322732.2852,3775312.540264741,351052.22875523445,669747.6135363922,264954002494.30252,1242717.8852531686,-1012801.1759718305,641303.7385181454,784766641401.2809,1751450.8921353458,1112024.846121756,-681269.3454037863
2125337857389.5605,3798420.022438565,364562.66080363555,683947.678232317,2125337857389.5605,3798420.022438565,364562.66080363555,683947.678232317,2125337857389.5605,3798420.022438565,364562.66080363555,683947.678232317,2125337857389.5605,3798420.022438565,364562.66080363555,683947.678232317,265645301397.0221,1250458.0703455051,-1012205.0134538355,633586.5463139972,784664583015.0714,1751450.8921353458,1112024.846121756,-681269.3454037863
2125256994928.7124,3798420.022438565,364562.66080363555,683947.678232317,2125256994928.7124,3798420.022438565,364562.66080363555,683947.678232317,2125256994928.7124,3798420.022438565,364562.66080363555,683947.678232317,2125256994928.7124,3798420.022438565,364562.66080363555,683947.678232317,265941982358.99353,1250458.0703455051,-1012205.0134538355,633586.5463139972,784648856563.5171,1751450.8921353458,1112024.846121756,-681269.3454037863
2125751589211.3171,3790978.668125955,364562.66080363555,683947.678232317,2125751589211.3171,3790978.668125955,364562.66080363555,683947.678232317,2125751589211.3171,3790978.668125955,364562.66080363555,683947.678232317,2125751589211.3171,3790978.668125955,364562.66080363555,683947.678232317,265595788251.43396,1261990.1945274826,-1022090.8263140135,630593.8498935696,784412449249.2407,1751450.8921353458,1112024.846121756,-681269.3454037863
2126186052185.4268,3798420.022438565,364562.66080363555,683947.678232317,2126186052185.4268,3798420.022438565,364562.66080363555,683947.678232317,2126186052185.4268,3798420.022438565,364562.66080363555,683947.678232317,2126186052185.4268,3798420.022438565,364562.66080363555,683947.678232317,266180588948.8283,1267859.7677306146,-1026082.6090661591,626290.6464302648,784861011825.4824,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125608531223.8281,3798420.022438565,364562.66080363555,683947.678232317,2125608531223.8281,3798420.022438565,364562.66080363555,683947.678232317,2125608531223.8281,3798420.022438565,364562.66080363555,683947.678232317,2125608531223.8281,3798420.022438565,364562.66080363555,683947.678232317,265985352623.96643,1267859.7677306146,-1026082.6090661591,626290.6464302648,784418334143.3794,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125971711391.2534,3813137.7475543306,364562.66080363555,683947.678232317,2125971711391.2534,3813137.7475543306,364562.66080363555,683947.678232317,2125971711391.2534,3813137.7475543306,364562.66080363555,683947.678232317,2125971711391.2534,3813137.7475543306,364562.66080363555,683947.678232317,266047832150.36285,1267859.7677306146,-1026082.6090661591,626290.6464302648,785027381799.3242,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125331057670.6223,3805696.3932417207,364562.66080363555,683947.678232317,2125331057670.6223,3805696.3932417207,364562.66080363555,683947.678232317,2125331057670.6223,3805696.3932417207,364562.66080363555,683947.678232317,2125331057670.6223,3805696.3932417207,364562.66080363555,683947.678232317,266579760213.3211,1275847.6266056683,-1032733.4276187042,621866.5643798397,784585747962.1282,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125662004995.8503,3804694.047784718,364562.66080363555,683947.678232317,2125662004995.8503,3804694.047784718,364562.66080363555,683947.678232317,2125662004995.8503,3804694.047784718,364562.66080363555,683947.678232317,2125662004995.8503,3804694.047784718,364562.66080363555,683947.678232317,266340058539.96185,1275847.6266056683,-1032733.4276187042,621866.5643798397,784419825361.8785,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125709233450.7202,3804694.047784718,364562.66080363555,683947.678232317,2125709233450.7202,3804694.047784718,364562.66080363555,683947.678232317,2125709233450.7202,3804694.047784718,364562.66080363555,683947.678232317,2125709233450.7202,3804694.047784718,364562.66080363555,683947.678232317,266276540066.28577,1275847.6266056683,-1032733.4276187042,621866.5643798397,784418334143.3794,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125693076869.832,3835966.6145236124,364562.66080363555,683947.678232317,2125693076869.832,3835966.6145236124,364562.66080363555,683947.678232317,2125693076869.832,3835966.6145236124,364562.66080363555,683947.678232317,2125693076869.832,3835966.6145236124,364562.66080363555,683947.678232317,266374446640.25943,1275847.6266056683,-1032733.4276187042,621866.5643798397,784954946241.9673,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125659098325.0183,3835966.6145236124,364562.66080363555,683947.678232317,2125659098325.0183,3835966.6145236124,364562.66080363555,683947.678232317,2125659098325.0183,3835966.6145236124,364562.66080363555,683947.678232317,2125659098325.0183,3835966.6145236124,364562.66080363555,683947.678232317,266638992177.18994,1275847.6266056683,-1032733.4276187042,621866.5643798397,784059370242.626,1756165.0128864963,1113649.8659521032,-685694.5284516844
2126329187272.283,3835966.6145236124,364562.66080363555,683947.678232317,2126329187272.283,3835966.6145236124,364562.66080363555,683947.678232317,2126329187272.283,3835966.6145236124,364562.66080363555,683947.678232317,2126329187272.283,3835966.6145236124,364562.66080363555,683947.678232317,266881994917.0154,1275847.6266056683,-1032733.4276187042,621866.5643798397,784305155238.6084,1756165.0128864963,1113649.8659521032,-685694.5284516844
2126066301851.1042,3836968.959980615,364562.66080363555,683947.678232317,2126066301851.1042,3836968.959980615,364562.66080363555,683947.678232317,2126066301851.1042,3836968.959980615,364562.66080363555,683947.678232317,2126066301851.1042,3836968.959980615,364562.66080363555,683947.678232317,266372632507.8927,1275847.6266056683,-1032733.4276187042,621866.5643798397,784963039920.127,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125517735342.4658,3849398.317848191,364562.66080363555,683947.678232317,2125517735342.4658,3849398.317848191,364562.66080363555,683947.678232317,2125517735342.4658,3849398.317848191,364562.66080363555,683947.678232317,2125517735342.4658,3849398.317848191,364562.66080363555,683947.678232317,266515291510.31793,1275847.6266056683,-1032733.4276187042,621866.5643798397,784121647139.1566,1756165.0128864963,1113649.8659521032,-685694.5284516844
2126000505977.3645,3847778.053412562,364562.66080363555,683947.678232317,2126000505977.3645,3847778.053412562,364562.66080363555,683947.678232317,2126000505977.3645,3847778.053412562,364562.66080363555,683947.678232317,2126000505977.3645,3847778.053412562,364562.66080363555,683947.678232317,266279019141.56497,1275847.6266056683,-1032733.4276187042,621866.5643798397,784555332248.3541,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125794617472.4639,3847778.053412562,364562.66080363555,683947.678232317,2125794617472.4639,3847778.053412562,364562.66080363555,683947.678232317,2125794617472.4639,3847778.053412562,364562.66080363555,683947.678232317,2125794617472.4639,3847778.053412562,364562.66080363555,683947.678232317,266381240475.1603,1275847.6266056683,-1032733.4276187042,621866.5643798397,784874104272.0145,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125367469906.6602,3847778.053412562,364562.66080363555,683947.678232317,2125367469906.6602,3847778.053412562,364562.66080363555,683947.678232317,2125367469906.6602,3847778.053412562,364562.66080363555,683947.678232317,2125367469906.6602,3847778.053412562,364562.66080363555,683947.678232317,266363319520.91537,1275847.6266056683,-1032733.4276187042,621866.5643798397,784602699456.1727,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125203871331.4521,3847778.053412562,364562.66080363555,683947.678232317,2125203871331.4521,3847778.053412562,364562.66080363555,683947.678232317,2125203871331.4521,3847778.053412562,364562.66080363555,683947.678232317,2125203871331.4521,3847778.053412562,364562.66080363555,683947.678232317,266517675256.44394,1275847.6266056683,-1032733.4276187042,621866.5643798397,784718758362.8121,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125162187317.297,3850856.9141775523,364562.66080363555,683947.678232317,2125162187317.297,3850856.9141775523,364562.66080363555,683947.678232317,2125162187317.297,3850856.9141775523,364562.66080363555,683947.678232317,2125162187317.297,3850856.9141775523,364562.66080363555,683947.678232317,266477752174.76913,1275847.6266056683,-1032733.4276187042,621866.5643798397,784619013463.171,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125576186708.2893,3850856.9141775523,364562.66080363555,683947.678232317,2125576186708.2893,3850856.9141775523,364562.66080363555,683947.678232317,2125576186708.2893,3850856.9141775523,364562.66080363555,683947.678232317,2125576186708.2893,3850856.9141775523,364562.66080363555,683947.678232317,266386968997.97202,1275847.6266056683,-1032733.4276187042,621866.5643798397,784697620787.9446,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125604178356.4326,3850856.9141775523,364562.66080363555,683947.678232317,2125604178356.4326,3850856.9141775523,364562.66080363555,683947.678232317,2125604178356.4326,3850856.9141775523,364562.66080363555,683947.678232317,2125604178356.4326,3850856.9141775523,364562.66080363555,683947.678232317,266275618867.6875,1275847.6266056683,-1032733.4276187042,621866.5643798397,784345902674.59,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125645121619.3027,3850856.9141775523,364562.66080363555,683947.678232317,2125645121619.3027,3850856.9141775523,364562.66080363555,683947.678232317,2125645121619.3027,3850856.9141775523,364562.66080363555,683947.678232317,2125645121619.3027,3850856.9141775523,364562.66080363555,683947.678232317,266490779977.6134,1275847.6266056683,-1032733.4276187042,621866.5643798397,784835547050.9825,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125323240114.2034,3850856.9141775523,364562.66080363555,683947.678232317,2125323240114.2034,3850856.9141775523,364562.66080363555,683947.678232317,2125323240114.2034,3850856.9141775523,364562.66080363555,683947.678232317,2125323240114.2034,3850856.9141775523,364562.66080363555,683947.678232317,266290357575.61572,1275847.6266056683,-1032733.4276187042,621866.5643798397,784467730788.2837,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125382946531.939,3850856.9141775523,364562.66080363555,683947.678232317,2125382946531.939,3850856.9141775523,364562.66080363555,683947.678232317,2125382946531.939,3850856.9141775523,364562.66080363555,683947.678232317,2125382946531.939,3850856.9141775523,364562.66080363555,683947.678232317,266420243606.5267,1275847.6266056683,-1032733.4276187042,621866.5643798397,784476418872.8047,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125172713662.2832,3850856.9141775523,364562.66080363555,683947.678232317,2125172713662.2832,3850856.9141775523,364562.66080363555,683947.678232317,2125172713662.2832,3850856.9141775523,364562.66080363555,683947.678232317,2125172713662.2832,3850856.9141775523,364562.66080363555,683947.678232317,266099954567.2068,1275847.6266056683,-1032733.4276187042,621866.5643798397,784895078951.7087,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125297749749.6343,3850856.9141775523,364562.66080363555,683947.678232317,2125297749749.6343,3850856.9141775523,364562.66080363555,683947.678232317,2125297749749.6343,3850856.9141775523,364562.66080363555,683947.678232317,2125297749749.6343,3850856.9141775523,364562.66080363555,683947.678232317,266292965518.6974,1281149.9218671657,-1038564.9771291176,621660.0544313279,784742011986.8682,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125579454067.8635,3852121.802352153,364562.66080363555,683947.678232317,2125579454067.8635,3852121.802352153,364562.66080363555,683947.678232317,2125579454067.8635,3852121.802352153,364562.66080363555,683947.678232317,2125579454067.8635,3852121.802352153,364562.66080363555,683947.678232317,266737640295.6025,1286985.126752278,-1044358.6930167765,622354.6566659386,784821121644.06,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125318363770.7063,3860384.890511096,367864.89296697703,691522.2335764838,2125318363770.7063,3860384.890511096,367864.89296697703,691522.2335764838,2125318363770.7063,3860384.890511096,367864.89296697703,691522.2335764838,2125318363770.7063,3860384.890511096,367864.89296697703,691522.2335764838,266544478693.78107,1286985.126752278,-1044358.6930167765,622354.6566659386,784541632403.0409,1756165.0128864963,1113649.8659521032,-685694.5284516844
2125662398820.9133,3862127.384695941,367864.89296697703,691522.2335764838,2125662398820.9133,3862127.384695941,367864.89296697703,691522.2335764838,2125662398820.9133,3862127.384695941,367864.89296697703,691522.2335764838,2125662398820.9133,3862127.384695941,367864.89296697703,691522.2335764838,266609507084.52014,1286985.126752278,-1044358.6930167765,622354.6566659386,784655718905.3508,1694469.6435735663,1118238.2037921606,-686776.2355848416
2125262980892.8252,3862127.384695941,367864.89296697703,691522.2335764838,2125262980892.8252,3862127.384695941,367864.89296697703,691522.2335764838,2125262980892.8252,3862127.384695941,367864.89296697703,691522.2335764838,2125262980892.8252,3862127.384695941,367864.89296697703,691522.2335764838,266718874915.89783,1286985.126752278,-1044358.6930167765,622354.6566659386,784668290583.14,1694469.6435735663,1118238.2037921606,-686776.2355848416
2126096945250.6824,3862127.384695941,367864.89296697703,691522.2335764838,2126096945250.6824,3862127.384695941,367864.89296697703,691522.2335764838,2126096945250.6824,3862127.384695941,367864.89296697703,691522.2335764838,2126096945250.6824,3862127.384695941,367864.89296697703,691522.2335764838,266224642584.75385,1286985.126752278,-1044358.6930167765,622354.6566659386,784883593954.1432,1694469.6435735663,1118238.2037921606,-686776.2355848416
2125733797499.2617,3862127.384695941,367864.89296697703,691522.2335764838,2125733797499.2617,3862127.384695941,367864.89296697703,691522.2335764838,2125733797499.2617,3862127.384695941,367864.89296697703,691522.2335764838,2125733797499.2617,3862127.384695941,367864.89296697703,691522.2335764838,266842854546.49286,1286985.126752278,-1044358.6930167765,622354.6566659386,784974500497.9557,1694469.6435735663,1118238.2037921606,-686776.2355848416
2125902822429.1277,3877367.1250399346,367864.89296697703,691522.2335764838,2125902822429.1277,3877367.1250399346,367864.89296697703,691522.2335764838,2125902822429.1277,3877367.1250399346,367864.89296697703,691522.2335764838,2125902822429.1277,3877367.1250399346,367864.89296697703,691522.2335764838,266536764494.94696,1292573.4449909953,-1049623.337548813,620480.4051650779,784626448714.8638,1694469.6435735663,1118238.2037921606,-686776.2355848416
2125660456195.2048,3879000.773564534,367864.89296697703,691522.2335764838,2125660456195.2048,3879000.773564534,367864.89296697703,691522.2335764838,2125660456195.2048,3879000.773564534,367864.89296697703,691522.2335764838,2125660456195.2048,3879000.773564534,367864.89296697703,691522.2335764838,266533985326.77045,1292573.4449909953,-1049623.337548813,620480.4051650779,784990385075.7654,1694128.95932046,1118238.2037921606,-686776.2355848416
2126132325970.1426,3879000.773564534,367864.89296697703,691522.2335764838,2126132325970.1426,3879000.773564534,367864.89296697703,691522.2335764838,2126132325970.1426,3879000.773564534,367864.89296697703,691522.2335764838,2126132325970.1426,3879000.773564534,367864.89296697703,691522.2335764838,266505623108.952,1292573.4449909953,-1049623.337548813,620480.4051650779,784967334522.31,1694128.95932046,1118238.2037921606,-686776.2355848416
2125534923711.0947,3877998.4281075303,367864.89296697703,691522.2335764838,2125534923711.0947,3877998.4281075303,367864.89296697703,691522.2335764838,2125534923711.0947,3877998.4281075303,367864.89296697703,691522.2335764838,2125534923711.0947,3877998.4281075303,367864.89296697703,691522.2335764838,266710070107.082,1292573.4449909953,-1049623.337548813,620480.4051650779,784402900913.2344,1694128.95932046,1118238.2037921606,-686776.2355848416
2125556689680.4556,3877998.4281075303,367864.89296697703,691522.2335764838,2125556689680.4556,3877998.4281075303,367864.89296697703,691522.2335764838,2125556689680.4556,3877998.4281075303,367864.89296697703,691522.2335764838,2125556689680.4556,3877998.4281075303,367864.89296697703,691522.2335764838,267086094714.8466,1292573.4449909953,-1049623.337548813,620480.4051650779,784473765222.95,1694128.95932046,1118238.2037921606,-686776.2355848416
2125401173227.9246,3888834.94073063,367864.89296697703,691522.2335764838,2125401173227.9246,3888834.94073063,367864.89296697703,691522.2335764838,2125401173227.9246,3888834.94073063,367864.89296697703,691522.2335764838,2125401173227.9246,3888834.94073063,367864.89296697703,691522.2335764838,266710070107.082,1292573.4449909953,-1049623.337548813,620480.4051650779,784270951435.5344,1694128.95932046,1118238.2037921606,-686776.2355848416
2125583668638.2627,3888834.94073063,367864.89296697703,691522.2335764838,2125583668638.2627,3888834.94073063,367864.89296697703,691522.2335764838,2125583668638.2627,3888834.94073063,367864.89296697703,691522.2335764838,2125583668638.2627,3888834.94073063,367864.89296697703,691522.2335764838,267086094714.8466,1292573.4449909953,-1049623.337548813,620480.4051650779,784362486254.8237,1694128.95932046,1118238.2037921606,-686776.2355848416
2125851802506.3042,3895431.272526642,367864.89296697703,691522.2335764838,2125851802506.3042,3895431.272526642,367864.89296697703,691522.2335764838,2125851802506.3042,3895431.272526642,367864.89296697703,691522.2335764838,2125851802506.3042,3895431.272526642,367864.89296697703,691522.2335764838,266725146171.0443,1294534.6036476742,-1049623.337548813,620480.4051650779,784890829343.2043,1694128.95932046,1118238.2037921606,-686776.2355848416
2125617667420.4292,3895431.272526642,367864.89296697703,691522.2335764838,2125617667420.4292,3895431.272526642,367864.89296697703,691522.2335764838,2125617667420.4292,3895431.272526642,367864.89296697703,691522.2335764838,2125617667420.4292,3895431.272526642,367864.89296697703,691522.2335764838,266909581848.56885,1294534.6036476742,-1049623.337548813,620480.4051650779,784423454807.4336,1694128.95932046,1118238.2037921606,-686776.2355848416
2125932901617.0776,3903714.1857301746,367864.89296697703,691522.2335764838,2125932901617.0776,3903714.1857301746,367864.89296697703,691522.2335764838,2125932901617.0776,3903714.1857301746,367864.89296697703,691522.2335764838,2125932901617.0776,3903714.1857301746,367864.89296697703,691522.2335764838,267168020432.91528,1294534.6036476742,-1049623.337548813,620480.4051650779,784705352434.2728,1692128.2132577067,1118238.2037921606,-686776.2355848416
2125498534737.5063,3903714.1857301746,367864.89296697703,691522.2335764838,2125498534737.5063,3903714.1857301746,367864.89296697703,691522.2335764838,2125498534737.5063,3903714.1857301746,367864.89296697703,691522.2335764838,2125498534737.5063,3903714.1857301746,367864.89296697703,691522.2335764838,266942123055.07632,1302671.7347929243,-1053766.2396441493,627483.9232455468,784527076995.3695,1692128.2132577067,1118238.2037921606,-686776.2355848416
2125842448535.1704,3910729.772338507,374608.8758678243,693455.4045704983,2125842448535.1704,3910729.772338507,374608.8758678243,693455.4045704983,2125842448535.1704,3910729.772338507,374608.8758678243,693455.4045704983,2125842448535.1704,3910729.772338507,374608.8758678243,693455.4045704983,267054884718.59167,1302671.7347929243,-1053766.2396441493,627483.9232455468,784327745210.2101,1692128.2132577067,1118238.2037921606,-686776.2355848416
2125364990230.7717,3910729.772338507,374608.8758678243,693455.4045704983,2125364990230.7717,3910729.772338507,374608.8758678243,693455.4045704983,2125364990230.7717,3910729.772338507,374608.8758678243,693455.4045704983,2125364990230.7717,3910729.772338507,374608.8758678243,693455.4045704983,266684835248.92264,1302671.7347929243,-1053766.2396441493,627483.9232455468,784755508053.4987,1692128.2132577067,1118238.2037921606,-686776.2355848416
2125216151599.0828,3910244.977040312,374608.8758678243,693455.4045704983,2125216151599.0828,3910244.977040312,374608.8758678243,693455.4045704983,2125216151599.0828,3910244.977040312,374608.8758678243,693455.4045704983,2125216151599.0828,3910244.977040312,374608.8758678243,693455.4045704983,266842489204.58646,1302671.7347929243,-1053766.2396441493,627483.9232455468,784662217620.4205,1692128.2132577067,1118238.2037921606,-686776.2355848416
